company,model,engine,cc,hp,max_speed,0_100_sec,price,fuel_type,seats,torque
jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600.0,293.0,209,7.2,226356.0,Petrol,7,352.0
jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400.0,180.0,195,8.5,196014.0,Petrol,5,230.0
jeep,Compass,2.0L Turbo Gasoline,2000.0,200.0,200,7.8,164268.0,Petrol,5,320.0
jeep,Renegade,1.3L Turbo I4 Gasoline,1300.0,177.0,200,8.7,147394.0,Petrol,5,285.0
jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600.0,285.0,177,8.1,201630.0,Petrol,5,353.0
jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700.0,392.0,190,7.4,330694.0,Petrol,8,548.0
jeep,Grand Wagoneer,6.4L V8 Gasoline,6400.0,471.0,190,6.0,475774.0,Petrol,8,617.0
mazda,Mazda2,1.5L 4-Cylinder,1500.0,108.0,180,10.2,104000.0,Petrol,5,142.0
jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600.0,285.0,177,8.6,268164.0,Petrol,5,353.0
jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700.0,357.0,190,7.3,346190.0,Petrol,5,529.0
jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200.0,271.0,195,7.6,214734.0,Petrol,5,324.0
jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400.0,470.0,160,4.5,428974.0,Petrol,4,637.0
cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220,7.6,194948.0,Petrol,5,350.0
cadillac,XT5,3.6L V6 Gasoline,3600.0,310.0,210,6.5,229814.0,Petrol,5,366.0
cadillac,XT6,3.6L V6 Gasoline,3600.0,310.0,210,6.9,252694.0,Petrol,7,366.0
cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200.0,682.0,200,4.4,779948.0,Petrol,7,885.0
cadillac,Escalade Platinum,6.2L V8 Gasoline,6200.0,420.0,210,6.8,543894.0,Petrol,7,624.0
cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200.0,668.0,320,3.4,478400.0,Petrol,5,893.0
cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600.0,472.0,290,3.9,314574.0,Petrol,5,603.0
cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000.0,235.0,220,7.4,215228.0,Petrol,5,350.0
cadillac,XT5 Sport,3.6L V6 Gasoline,3600.0,310.0,210,6.5,265694.0,Petrol,5,366.0
cadillac,XT6 Sport,3.6L V6 Gasoline,3600.0,310.0,210,6.9,296894.0,Petrol,7,366.0
cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000.0,237.0,240,6.8,214708.0,Petrol,5,350.0
chevrolet,Spark,1.4L Inline-4 Gasoline,1400.0,98.0,180,10.7,75894.0,Petrol,5,127.0
chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400.0,138.0,190,8.5,86944.0,Petrol,5,200.0
chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210,8.0,130000.0,Petrol,5,250.0
chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000.0,275.0,240,5.4,137280.0,Petrol,4,400.0
chevrolet,Corvette,6.2L V8 Gasoline,6200.0,495.0,312,3.0,342654.0,Petrol,2,637.0
chevrolet,Traverse,3.6L V6 Gasoline,3600.0,310.0,210,7.0,186758.0,Petrol,7,360.0
chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.9,138320.0,Petrol,5,275.0
chevrolet,Blazer,3.6L V6 Gasoline,3600.0,308.0,220,6.6,228800.0,Petrol,5,366.0
chevrolet,Tahoe,5.3L V8 Gasoline,5300.0,355.0,200,7.5,296374.0,Petrol,7,519.0
chevrolet,Suburban,5.3L V8 Gasoline,5300.0,355.0,190,7.6,311480.0,Petrol,8,519.0
chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190,6.8,159614.0,Petrol,5,583.0
chevrolet,Silverado 1500,5.3L V8 Gasoline,5300.0,355.0,180,7.0,222534.0,Petrol,6,519.0
chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600.0,401.0,170,8.0,215800.0,Petrol,6,629.0
chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600.0,445.0,160,8.5,236600.0,Diesel,6,1234.0
chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300.0,155.0,200,9.4,120120.0,Petrol,5,236.0
chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240,5.8,174200.0,Petrol,5,353.0
chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200.0,650.0,318,3.5,349960.0,Petrol,4,881.0
chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200.0,495.0,312,3.0,342654.0,Petrol,2,637.0
chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300.0,355.0,180,7.0,320294.0,Petrol,6,519.0
chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300.0,355.0,180,7.0,290654.0,Petrol,6,519.0
chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300.0,355.0,180,7.1,264654.0,Petrol,6,519.0
chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800.0,181.0,160,9.1,251134.0,Diesel,5,500.0
chevrolet,Traverse Premier,3.6L V6 Gasoline,3600.0,310.0,210,7.0,242320.0,Petrol,7,360.0
chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.8,173680.0,Petrol,5,275.0
chevrolet,Blazer RS,3.6L V6 Gasoline,3600.0,308.0,220,6.6,254280.0,Petrol,5,366.0
chevrolet,Camaro SS,6.2L V8 Gasoline,6200.0,455.0,290,4.3,226200.0,Petrol,4,617.0
chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200.0,460.0,290,3.9,342680.0,Petrol,2,630.0
chevrolet,Traverse RS,3.6L V6 Gasoline,3600.0,310.0,210,7.0,227240.0,Petrol,7,360.0
chevrolet,Blazer Premier,3.6L V6 Gasoline,3600.0,308.0,220,6.6,234000.0,Petrol,5,366.0
chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500.0,160.0,210,8.5,134160.0,Petrol,5,250.0
chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400.0,98.0,180,11.0,91494.0,Petrol,5,127.0
chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200.0,137.0,200,9.2,125320.0,Petrol,5,220.0
chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.9,147680.0,Petrol,5,275.0
chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600.0,445.0,160,8.5,393640.0,Diesel,6,1234.0
chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700.0,310.0,190,6.9,151840.0,Petrol,5,583.0
chevrolet,Suburban High Country,6.2L V8 Gasoline,6200.0,420.0,200,7.0,428480.0,Petrol,8,624.0
chevrolet,Silverado Custom,4.3L V6 Gasoline,4300.0,285.0,180,8.5,176280.0,Petrol,6,413.0
chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400.0,98.0,180,10.9,74854.0,Petrol,5,127.0
chevrolet,Traverse LT,3.6L V6 Gasoline,3600.0,310.0,210,7.1,193440.0,Petrol,7,360.0
chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500.0,193.0,200,9.0,187720.0,Petrol,5,255.0
chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000.0,250.0,240,5.8,179400.0,Petrol,5,353.0
chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500.0,170.0,200,8.8,165880.0,Petrol,5,275.0
chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300.0,285.0,180,8.6,181480.0,Petrol,6,413.0
chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600.0,445.0,160,8.4,293280.0,Diesel,6,1234.0
chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180,7.4,333320.0,Petrol,7,519.0
chevrolet,Suburban LT,5.3L V8 Gasoline,5300.0,355.0,180,5.1,334880.0,Petrol,8,519.0
chevrolet,Tahoe LS,5.3L V8 Gasoline,5300.0,355.0,180,7.5,296374.0,Petrol,8,519.0
chevrolet,Tahoe LT,5.3L V8 Gasoline,5300.0,355.0,180,7.4,324974.0,Petrol,8,519.0
chevrolet,Tahoe RST,5.3L V8 Gasoline,5300.0,355.0,180,7.4,333320.0,Petrol,7,519.0
chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300.0,355.0,180,7.6,346840.0,Petrol,7,519.0
chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200.0,420.0,200,6.8,372320.0,Petrol,7,624.0
chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200.0,420.0,200,6.7,398840.0,Petrol,7,624.0
chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300.0,355.0,180,7.5,340600.0,Petrol,8,519.0
chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200.0,420.0,200,6.8,364000.0,Petrol,7,624.0
gmc,Terrain,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.5,155480.0,Petrol,5,275.0
gmc,Acadia,2.0L Turbo 4-cylinder,2000.0,228.0,200,7.8,191360.0,Petrol,7,350.0
gmc,Yukon,5.3L V8 Gasoline,5300.0,355.0,180,7.4,298480.0,Petrol,8,519.0
gmc,Yukon XL,6.2L V8 Gasoline,6200.0,420.0,200,6.9,317720.0,Petrol,8,624.0
gmc,Canyon,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.6,191880.0,Petrol,5,583.0
gmc,Sierra 1500,5.3L V8 Gasoline,5300.0,355.0,180,7.3,192920.0,Petrol,6,519.0
gmc,Sierra 2500HD,6.6L V8 Diesel,6600.0,401.0,175,7.5,228280.0,Diesel,6,629.0
gmc,Sierra 3500HD,6.6L V8 Diesel,6600.0,445.0,175,7.4,254800.0,Diesel,6,1234.0
gmc,Yukon Denali,6.2L V8 Gasoline,6200.0,420.0,200,6.8,378560.0,Petrol,8,624.0
gmc,Sierra Denali,6.2L V8 Gasoline,6200.0,420.0,190,6.7,347360.0,Petrol,6,624.0
gmc,Terrain AT4,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.6,189800.0,Petrol,5,275.0
gmc,Acadia AT4,3.6L V6 Gasoline,3600.0,310.0,210,7.6,215280.0,Petrol,6,366.0
gmc,Sierra 1500 AT4,5.3L V8 Gasoline,5300.0,355.0,180,7.4,279760.0,Petrol,6,519.0
gmc,Sierra 2500HD Denali,6.6L V8 Diesel,6600.0,401.0,175,7.5,375440.0,Diesel,6,1234.0
gmc,Sierra Elevation,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.6,234000.0,Petrol,5,583.0
gmc,Canyon AT4,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.5,228280.0,Petrol,5,583.0
gmc,Canyon Denali,2.7L Turbo 4-cylinder,2700.0,310.0,190,7.5,249600.0,Petrol,5,583.0
gmc,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200.0,420.0,200,6.7,487760.0,Petrol,8,624.0
gmc,Terrain Denali,1.5L Turbo 4-cylinder,1500.0,175.0,190,9.5,200720.0,Petrol,5,275.0
gmc,Acadia Denali,3.6L V6 engine,3564.0,310.0,210,6.5,282360.0,Petrol,7,366.0
gmc,Yukon AT4,5.3L V8 engine,5327.0,355.0,210,7.1,371826.0,Petrol,8,519.0
gmc,Yukon XL AT4,5.3L V8 engine,5327.0,355.0,210,7.3,381186.0,Petrol,8,519.0
gmc,Sierra 1500 Elevation,2.7L Turbo engine,2713.0,310.0,180,7.0,270400.0,Petrol,5,569.0
gmc,Sierra 1500 SLT,5.3L V8 engine,5327.0,355.0,180,6.8,291200.0,Petrol,5,519.0
gmc,Sierra 2500HD AT4,6.6L V8 engine,6600.0,401.0,170,7.5,364000.0,Petrol,5,629.0
gmc,Sierra 3500HD AT4,6.6L V8 engine,6600.0,401.0,170,7.7,374400.0,Petrol,5,629.0
gmc,Canyon Elevation,2.5L I4 engine,2488.0,200.0,175,8.5,188760.0,Petrol,5,259.0
gmc,Canyon Denali Black Edition,3.6L V6 engine,3564.0,308.0,180,6.9,228800.0,Petrol,5,373.0
gmc,Sierra 1500 Denali Ultimate,6.2L V8 engine,6162.0,420.0,200,5.8,416000.0,Petrol,5,624.0
gmc,Yukon XL Denali Reserve,6.2L V8 engine,6162.0,420.0,210,6.0,426400.0,Petrol,7,624.0
gmc,Terrain Elevation Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200,9.3,149240.0,Petrol,5,275.0
gmc,Acadia Black Edition,3.6L V6 engine,3564.0,310.0,210,6.5,234000.0,Petrol,7,366.0
gmc,Sierra Denali CarbonPro,6.2L V8 engine,6162.0,420.0,200,5.8,338000.0,Petrol,5,624.0
gmc,Yukon Denali Performance,6.2L V8 engine,6162.0,420.0,210,6.0,399386.0,Petrol,8,624.0
gmc,Sierra 2500HD Denali Black Edition,6.6L V8 engine,6600.0,401.0,170,7.5,390000.0,Petrol,5,629.0
gmc,Canyon AT4X,3.6L V6 engine,3564.0,308.0,180,6.9,260000.0,Petrol,5,373.0
gmc,Yukon XL SLT,5.3L V8 engine,5327.0,355.0,210,7.3,338000.0,Petrol,8,519.0
gmc,Sierra 1500 Pro,4.3L V6 engine,4300.0,285.0,180,7.5,196040.0,Petrol,3,413.0
gmc,Sierra 2500HD Pro,6.6L V8 engine,6600.0,401.0,170,7.7,312000.0,Petrol,3,629.0
gmc,Sierra 3500HD Pro,6.6L V8 engine,6600.0,401.0,170,7.8,322400.0,Petrol,3,629.0
gmc,Terrain SLT,1.5L Turbocharged I4 engine,1490.0,170.0,200,9.4,161200.0,Petrol,5,275.0
gmc,Acadia SLE,3.6L V6 engine,3564.0,310.0,210,6.6,208000.0,Petrol,7,366.0
gmc,Canyon SLT,2.5L I4 engine,2488.0,200.0,175,8.6,197600.0,Petrol,5,259.0
gmc,Yukon XL Elevation,5.3L V8 engine,5327.0,355.0,210,7.4,390000.0,Petrol,8,519.0
gmc,Sierra 1500 AT4X,6.2L V8 engine,6162.0,420.0,200,5.9,426400.0,Petrol,5,624.0
gmc,Canyon AT4X Edition 1,3.6L V6 engine,3564.0,308.0,180,6.8,286000.0,Petrol,5,373.0
gmc,Yukon Denali Ultimate Black,6.2L V8 engine,6162.0,420.0,210,6.0,468000.0,Petrol,8,624.0
gmc,Sierra HD Denali Reserve,6.6L V8 engine,6600.0,401.0,170,7.5,442000.0,Petrol,5,629.0
gmc,Acadia Denali Ultimate,3.6L V6 engine,3564.0,310.0,210,6.5,312000.0,Petrol,7,366.0
gmc,Terrain All-Terrain Edition,1.5L Turbocharged I4 engine,1490.0,170.0,200,9.3,182000.0,Petrol,5,275.0
gmc,Yukon Trailering Edition,5.3L V8 engine,5327.0,355.0,210,7.5,405600.0,Petrol,8,519.0
kia,Rio,1.6L 4-Cylinder,1591.0,120.0,180,10.3,88400.0,Petrol,5,151.0
kia,Rio 5-Door,1.6L 4-Cylinder,1591.0,120.0,180,10.3,93600.0,Petrol,5,151.0
kia,Seltos Nightfall Edition,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,145600.0,Petrol,5,264.0
kia,Sorento X-Line,2.5L Turbocharged 4-Cylinder,2500.0,277.0,220,7.0,218400.0,Petrol,7,421.0
kia,Telluride SX,3.8L V6,3778.0,291.0,240,7.0,260000.0,Petrol,7,355.0
kia,Forte LXS,2.0L 4-Cylinder,1999.0,147.0,190,9.2,98800.0,Petrol,5,179.0
kia,K5 EX,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220,7.8,148200.0,Petrol,5,264.0
kia,Soul Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,145600.0,Petrol,5,264.0
kia,Seltos SX,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,148200.0,Petrol,5,264.0
kia,Stinger Scorpion Edition,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270,5.0,286000.0,Petrol,5,422.0
kia,Carnival EX,3.5L V6,3500.0,290.0,220,8.0,221000.0,Petrol,8,355.0
kia,Telluride Nightfall Edition,3.8L V6,3778.0,291.0,240,7.0,265200.0,Petrol,7,355.0
kia,Forte GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,130000.0,Petrol,5,264.0
kia,Seltos EX,2.0L 4-Cylinder,1999.0,146.0,190,9.0,122200.0,Petrol,5,179.0
kia,Sorento LX,2.5L 4-Cylinder,2500.0,191.0,210,8.5,184600.0,Petrol,7,246.0
kia,Telluride EX,3.8L V6,3778.0,291.0,240,7.0,228800.0,Petrol,7,355.0
kia,Soul EX,2.0L 4-Cylinder,1999.0,147.0,190,9.5,114400.0,Petrol,5,179.0
kia,Forte FE,2.0L 4-Cylinder,1999.0,147.0,190,9.2,96200.0,Petrol,5,179.0
kia,K5 GT-Line,1.6L Turbocharged 4-Cylinder,1591.0,180.0,220,7.8,150800.0,Petrol,5,264.0
kia,Carnival LXS,3.5L V6,3500.0,290.0,220,8.0,205400.0,Petrol,8,355.0
kia,Stinger GT,3.3L Turbocharged V6,3300.0,365.0,270,4.7,267800.0,Petrol,5,510.0
kia,Telluride SX Prestige,3.8L V6,3778.0,291.0,240,7.0,270400.0,Petrol,7,355.0
kia,Carnival SX Prestige,3.5L V6,3500.0,290.0,220,8.0,244400.0,Petrol,8,355.0
kia,Seltos SX Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,166400.0,Petrol,5,264.0
kia,Forte EX Premium,2.0L 4-Cylinder,1999.0,147.0,190,9.2,117000.0,Petrol,5,179.0
kia,Soul EX Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.5,122200.0,Petrol,5,179.0
kia,Rio S,1.6L 4-Cylinder,1591.0,120.0,180,10.3,91000.0,Petrol,5,151.0
kia,Rio 5-Door S,1.6L 4-Cylinder,1591.0,120.0,180,10.3,93600.0,Petrol,5,151.0
kia,Soul S,2.0L 4-Cylinder,1999.0,147.0,190,9.5,106600.0,Petrol,5,179.0
kia,Seltos LX,2.0L 4-Cylinder,1999.0,146.0,190,9.2,119600.0,Petrol,5,179.0
kia,Telluride LX,3.8L V6,3778.0,291.0,240,7.0,215800.0,Petrol,7,355.0
kia,Carnival MPV EX,3.5L V6,3500.0,290.0,220,8.0,226200.0,Petrol,8,355.0
kia,Forte GT Turbo,1.6L Turbocharged 4-Cylinder,1591.0,201.0,200,6.5,132600.0,Petrol,5,264.0
kia,Soul GT Designer Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.5,119600.0,Petrol,5,179.0
kia,Seltos X-Line Turbo,1.6L Turbocharged 4-Cylinder,1591.0,175.0,210,7.5,156000.0,Petrol,5,264.0
kia,Telluride Limited Edition,3.8L V6,3778.0,291.0,240,7.0,275600.0,Petrol,7,355.0
kia,Stinger GT-Line,2.5L Turbocharged 4-Cylinder,2500.0,300.0,270,5.0,260000.0,Petrol,5,422.0
kia,Carnival Special Edition,3.5L V6,3500.0,290.0,220,8.0,236600.0,Petrol,8,355.0
kia,Forte Limited Edition,2.0L 4-Cylinder,1999.0,147.0,190,9.2,117000.0,Petrol,5,179.0
volvo,Volvo FH,13.0L I6 Turbo Diesel,13000.0,540.0,120,15.0,624000.0,Diesel,2,2600.0
volvo,Volvo FH16,16.1L I6 Turbo Diesel,16100.0,750.0,120,14.5,832000.0,Diesel,2,3500.0
volvo,Volvo FM,12.8L I6 Turbo Diesel,12800.0,460.0,110,16.0,520000.0,Diesel,2,2200.0
volvo,Volvo FMX,13.0L I6 Turbo Diesel,13000.0,500.0,110,16.5,572000.0,Diesel,2,2500.0
volvo,Volvo VNL,12.8L I6 Turbo Diesel,12800.0,500.0,120,15.0,650000.0,Diesel,2,2400.0
volvo,Volvo VNR,12.8L I6 Turbo Diesel,12800.0,400.0,110,17.0,494000.0,Diesel,2,1800.0
volvo,Volvo VHD,12.8L I6 Turbo Diesel,12800.0,500.0,100,18.0,624000.0,Diesel,2,2500.0
volvo,Volvo FE,7.7L I6 Turbo Diesel,7700.0,280.0,90,20.0,442000.0,Diesel,2,1200.0
volvo,Volvo FL,5.1L I4 Turbo Diesel,5100.0,180.0,80,22.0,390000.0,Diesel,2,800.0
jaguarlandrover,Jaguar F-Type,V6 / V8 Petrol,2995.0,335.0,260,5.1,364000.0,Petrol,2,450.0
jaguarlandrover,Jaguar XE,I4 Petrol,1999.0,250.0,250,6.5,234000.0,Petrol,5,365.0
jaguarlandrover,Jaguar XF,I4 Petrol,1999.0,250.0,250,6.5,260000.0,Petrol,5,365.0
jaguarlandrover,Jaguar XJ,V6 Petrol,2995.0,300.0,250,6.0,442000.0,Petrol,5,400.0
jaguarlandrover,Jaguar E-PACE,I4 Petrol,1999.0,200.0,230,7.0,260000.0,Petrol,5,430.0
jaguarlandrover,Jaguar X-TYPE,I4 Petrol,1998.0,160.0,215,9.0,208000.0,Petrol,5,215.0
jaguarlandrover,Jaguar F-PACE R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250,5.4,338000.0,Petrol,5,480.0
jaguarlandrover,Jaguar XE R-Dynamic,I4 Petrol,1999.0,340.0,250,5.4,312000.0,Petrol,5,450.0
jaguarlandrover,Jaguar F-Type SVR,V8 Petrol,5000.0,575.0,320,3.7,624000.0,Petrol,2,700.0
jaguarlandrover,Jaguar F-PACE SVR,V8 Petrol,5000.0,550.0,283,4.0,442000.0,Petrol,5,700.0
jaguarlandrover,Jaguar XE S,I4 Petrol,1999.0,340.0,250,5.3,286000.0,Petrol,5,450.0
jaguarlandrover,Jaguar XF R-Dynamic,I4 Petrol / V6 Petrol,1999.0,340.0,250,5.4,338000.0,Petrol,5,480.0
jaguarlandrover,Jaguar XJ LWB (Long Wheelbase),V6 Petrol,2995.0,300.0,250,6.0,468000.0,Petrol,5,400.0
jaguarlandrover,Jaguar F-Type Heritage Edition,V8 Petrol,5000.0,550.0,300,3.9,572000.0,Petrol,2,680.0
jaguarlandrover,Jaguar E-PACE S,I4 Petrol,1999.0,200.0,230,7.0,260000.0,Petrol,5,430.0
jaguarlandrover,Jaguar F-Type V8 R,V8 Petrol,5000.0,550.0,300,3.9,520000.0,Petrol,2,680.0
jaguarlandrover,Jaguar F-Type R-Dynamic,I4 Petrol / V6 Petrol,1999.0,300.0,250,5.1,364000.0,Petrol,2,400.0
jaguarlandrover,Jaguar XE P300 R-Dynamic,I4 Petrol,1999.0,300.0,250,5.5,286000.0,Petrol,5,400.0
jaguarlandrover,Jaguar XF Sportbrake,I4 Petrol / V6 Petrol,1999.0,250.0,250,6.5,312000.0,Petrol,5,400.0
jaguarlandrover,Jaguar F-PACE S 30t AWD,I4 Petrol,1999.0,247.0,225,6.4,312000.0,Petrol,5,365.0
jaguarlandrover,Jaguar E-PACE R-Dynamic,I4 Petrol,1999.0,246.0,230,6.8,286000.0,Petrol,5,430.0
jaguarlandrover,Jaguar XJ50,V6 Petrol,2995.0,300.0,250,6.0,416000.0,Petrol,5,400.0
jaguarlandrover,Jaguar F-Type 75th Anniversary Edition,V8 Petrol,5000.0,550.0,300,3.9,520000.0,Petrol,2,680.0
jaguarlandrover,Jaguar F-PACE S AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250,5.4,338000.0,Petrol,5,480.0
jaguarlandrover,Jaguar XE SE,I4 Petrol,1999.0,250.0,240,6.2,260000.0,Petrol,5,365.0
jaguarlandrover,Jaguar F-Type V6 S Convertible,V6 Petrol,2995.0,380.0,280,4.8,416000.0,Petrol,2,460.0
jaguarlandrover,Jaguar XE R-Sport AWD,I4 Petrol / V6 Petrol,1999.0,300.0,250,5.5,286000.0,Petrol,5,400.0
jaguarlandrover,Jaguar XF Portfolio AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250,5.4,312000.0,Petrol,5,450.0
jaguarlandrover,Jaguar F-Type Coupe R,V8 Petrol,5000.0,550.0,300,3.9,520000.0,Petrol,2,680.0
jaguarlandrover,Jaguar F-PACE Prestige AWD,I4 Petrol / V6 Petrol,1999.0,340.0,250,5.4,338000.0,Petrol,5,480.0
jaguarlandrover,Jaguar XJ Supercharged,V8 Petrol,5000.0,510.0,280,4.2,468000.0,Petrol,5,625.0
jaguarlandrover,Jaguar F-Type P450 AWD,V8 Petrol,5000.0,450.0,290,4.0,468000.0,Petrol,2,600.0
jaguarlandrover,Jaguar F-Type P300 Coupe,I4 Petrol,1999.0,300.0,250,5.5,312000.0,Petrol,2,400.0
acura,TLX PMC Edition,V6,3500.0,290.0,250,5.7,322400.0,Petrol,5,362.0
acura,MDX Advance,V6,3500.0,290.0,190,6.0,312000.0,Petrol,7,362.0
acura,RDX Technology,I4 Turbocharged,1500.0,272.0,210,6.6,234000.0,Petrol,5,400.0
acura,ILX Premium,I4,2400.0,201.0,200,6.6,156000.0,Petrol,5,180.0
acura,TLX A-Spec,V6,3500.0,290.0,250,5.7,260000.0,Petrol,5,362.0
acura,RDX SH-AWD,I4 Turbocharged,1500.0,272.0,210,6.6,260000.0,Petrol,5,400.0
acura,MDX SH-AWD,V6,3500.0,290.0,190,6.0,286000.0,Petrol,7,362.0
acura,RDX Platinum Elite,I4 Turbocharged,1500.0,272.0,210,6.6,286000.0,Petrol,5,400.0
acura,TLX A-Spec Sedan,V6,3500.0,290.0,250,5.7,260000.0,Petrol,5,362.0
acura,TLX 2.4L,Inline-4,2400.0,206.0,210,6.0,182000.0,Petrol,5,247.0
acura,ILX Technology Package,Inline-4,2400.0,201.0,200,6.6,156000.0,Petrol,5,180.0
acura,RDX Turbo AWD,Inline-4 Turbocharged,1500.0,272.0,210,6.6,234000.0,Petrol,5,400.0
acura,TLX 3.5L V6,V6,3500.0,290.0,250,5.7,260000.0,Petrol,5,362.0
acura,ILX Special Edition,Inline-4,2400.0,201.0,200,6.6,156000.0,Petrol,5,180.0
acura,MDX SH-AWD w/Technology Package,V6,3500.0,290.0,190,6.0,286000.0,Petrol,7,362.0
acura,MDX Elite,V6,3500.0,290.0,190,6.0,301600.0,Petrol,7,362.0
acura,TLX V6 Advance,V6,3500.0,290.0,250,5.7,239200.0,Petrol,5,362.0
acura,RDX Turbo SH-AWD,Turbocharged I4,1500.0,272.0,210,6.6,218400.0,Petrol,5,400.0
acura,ILX Technology Plus,Inline-4,2400.0,201.0,200,6.6,145600.0,Petrol,5,180.0
acura,TLX Type S PMC Edition,Turbocharged V6,3000.0,355.0,250,5.1,280800.0,Petrol,5,480.0
peugeot,208,Inline-4,1199.0,82.0,180,10.5,114400.0,Petrol,5,160.0
peugeot,2008,Inline-4,1199.0,100.0,190,9.0,130000.0,Petrol,5,205.0
peugeot,301,Inline-4,1598.0,115.0,185,10.0,122200.0,Petrol,5,150.0
peugeot,308,Inline-4,1598.0,130.0,200,8.0,145600.0,Petrol,5,230.0
peugeot,3008,Inline-4,1598.0,180.0,210,7.5,166400.0,Petrol,5,400.0
peugeot,5008,Inline-4,1998.0,165.0,200,9.5,182000.0,Diesel,7,400.0
peugeot,508,Inline-4,1998.0,180.0,235,8.0,184600.0,Petrol,5,300.0
peugeot,Partner,Diesel I4,1560.0,75.0,160,12.0,117000.0,Diesel,5,200.0
peugeot,Expert,Diesel I4,1997.0,120.0,180,10.0,156000.0,Diesel,3,300.0
peugeot,Boxer,Diesel I4,2200.0,140.0,160,11.0,166400.0,Diesel,3,340.0
peugeot,208 GTI,Inline-4,1598.0,208.0,230,6.5,145600.0,Petrol,5,300.0
