Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque,cars_price_max
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968 cc,184 hp,230 km/h,7.5 sec,"$38,000 ",Diesel,5,380 Nm,"197.600,00"
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598 cc,272 hp,200 km/h,4.1 sec,"$45,000 ",Petrol,5,400 Nm,"234.000,00"
Volkswagen,ID. Buzz Pro,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$60,000 ",Electric,7,310 Nm,"312.000,00"
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170 hp,210 km/h,8.6 sec,"$28,000 ",Hybrid,5,250 Nm,"145.600,00"
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968 cc,150 - 200 hp,220 km/h,7.8 sec,"$35,000 ",Petrol,5,320 Nm,"182.000,00"
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800 cc + Electric Motor,68 hp,160 km/h,11.9 sec,"$150,000 ",Hybrid,2,140 Nm,"780.000,00"
Volkswagen,Golf TDI,2.0L Diesel I4,1968 cc,150 - 184 hp,220 km/h,8.0 sec,"$28,000 ",Diesel,5,350 Nm,"145.600,00"
Volkswagen,Passat Variant,1.5L I4 Turbo / 2.0L Diesel,1498 cc / 1968 cc,150 - 240 hp,220 km/h,8.5 sec,"$30,000 ",Petrol,5,280 Nm,"156.000,00"
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984 cc,300 hp,240 km/h,6.7 sec,"$30,000 ",Petrol,5,320 Nm,"156.000,00"
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170 hp,210 km/h,8.6 sec,"$28,000 ",Hybrid,5,250 Nm,"145.600,00"
Volkswagen,ID.3 GTX,Electric,77 kWh,299 hp,180 km/h,6.2 sec,"$45,000 ",Electric,5,310 Nm,"234.000,00"
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984 cc,190 - 280 hp,250 km/h,5.6 sec,"$50,000 ",Petrol,5,420 Nm,"260.000,00"
Volkswagen,Golf TGI,1.5L I4 CNG,1498 cc,130 hp,220 km/h,8.8 sec,"$30,000 ",Petrol,5,200 Nm,"156.000,00"
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984 cc,220 hp,246 km/h,6.5 sec,"$35,000 ",Petrol,4,350 Nm,"182.000,00"
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968 cc,122 - 150 hp,180 km/h,12.0 sec,"$25,000 ",Diesel,7,250 Nm,"130.000,00"
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199 cc,61 hp,165 km/h,14.5 sec,"$20,000 ",Diesel,4,140 Nm,"104.000,00"
Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95 hp,187 km/h,9.5 sec,"$22,000 ",Petrol,5,175 Nm,"114.400,00"
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215 hp,210 km/h,7.4 sec,"$32,000 ",Hybrid,5,330 Nm,"166.400,00"
Volkswagen,Golf TCR,2.0L I4 Turbo,1984 cc,290 hp,250 km/h,5.6 sec,"$40,000 ",Petrol,5,370 Nm,"208.000,00"
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984 cc,190 - 230 hp,250 km/h,4.9 sec,"$45,000 ",Petrol,5,420 Nm,"234.000,00"
Volkswagen,Sharan Business,2.0L Diesel I4,1968 cc,150 - 184 hp,200 km/h,8.3 sec,"$35,000 ",Diesel,7,350 Nm,"182.000,00"
Volkswagen,ID. Buzz Cargo Pro,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm,"286.000,00"
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984 cc,280 hp,250 km/h,5.6 sec,"$50,000 ",Petrol,5,350 Nm,"260.000,00"
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984 cc,228 hp,250 km/h,6.5 sec,"$31,000 ",Petrol,5,350 Nm,"161.200,00"
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984 cc,174 hp,205 km/h,7.0 sec,"$25,000 ",Petrol,4,250 Nm,"130.000,00"
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968 cc,150 - 184 hp,220 km/h,7.8 sec,"$30,000 ",Diesel,5,350 Nm,"156.000,00"
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968 cc,150 - 184 hp,250 km/h,4.9 sec,"$40,000 ",Petrol,5,400 Nm,"208.000,00"
Volkswagen,Jetta SportWagen,1.4L I4 Turbo / 2.0L Diesel I4,1395 cc / 1968 cc,147 - 150 hp,200 km/h,8.5 sec,"$27,000 ",Petrol,5,250 Nm,"140.400,00"
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984 cc,207 hp,237 km/h,6.7 sec,"$30,000 ",Petrol,5,320 Nm,"156.000,00"
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel / Gasoline,2967 cc,231 - 340 hp,235 km/h,7.5 sec,"$60,000 ",Petrol,5,450 Nm,"312.000,00"
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395 cc + Battery,245 hp,200 km/h,7.5 sec,"$42,000 ",Hybrid,5,400 Nm,"218.400,00"
Volkswagen,Up! e-up!,Electric,32.3 kWh,83 hp,130 km/h,11.9 sec,"$23,000 ",Electric,4,210 Nm,"119.600,00"
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996 cc,310 - 340 hp,210 km/h,7.4 sec,"$70,000 ",Diesel,5,580 Nm,"364.000,00"
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984 cc,265 hp,250 km/h,5.9 sec,"$45,000 ",Petrol,4,380 Nm,"234.000,00"
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968 cc,190 hp,220 km/h,8.0 sec,"$40,000 ",Diesel,5,400 Nm,"208.000,00"
Volkswagen,ID. Buzz Cargo EV,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55,000 ",Electric,2,310 Nm,"286.000,00"
Nissan,Versa,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.4 sec,"$16,700 ",Petrol,5,154 Nm,"86.840,00"
Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100 HP,175 km/h,10.8 sec,"$15,500 ",Petrol,5,160 Nm,"80.600,00"
Nissan,Patrol Platinum,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm,"400.400,00"
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332 cc,156 HP,195 km/h,8.9 sec,"$26,000 ",Petrol,5,260 Nm,"135.200,00"
Nissan,Murano,3.5L V6,3498 cc,260 HP,210 km/h,7.5 sec,"$39,000 ",Petrol,5,325 Nm,"202.800,00"
Nissan,Maxima Platinum,3.5L V6,3498 cc,300 HP,220 km/h,6.2 sec,"$45,000 ",Petrol,5,353 Nm,"234.000,00"
Nissan,Armada,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$51,000 ",Petrol,8,560 Nm,"265.200,00"
Nissan,Kicks,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.7 sec,"$20,000 ",Petrol,5,154 Nm,"104.000,00"
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498 cc,201 HP,200 km/h,8.0 sec,"$29,000 ",Hybrid,5,305 Nm,"150.800,00"
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$40,000 ",Petrol,2,475 Nm,"208.000,00"
Nissan,Almera,1.0L Turbocharged Inline-3,999 cc,100 HP,185 km/h,10.7 sec,"$14,500 ",Petrol,5,160 Nm,"75.400,00"
Nissan,Sylphy,1.8L Inline-4,1798 cc,137 HP,190 km/h,9.6 sec,"$18,000 ",Petrol,5,174 Nm,"93.600,00"
Nissan,Note,1.2L Inline-3 Hybrid,1198 cc,109 HP,170 km/h,11.5 sec,"$16,000 ",Hybrid,5,150 Nm,"83.200,00"
Nissan,Sunny,1.6L Inline-4,1598 cc,118 HP,180 km/h,11.0 sec,"$15,000 ",Petrol,5,156 Nm,"78.000,00"
Nissan,Cube,1.8L Inline-4,1798 cc,122 HP,175 km/h,10.6 sec,"$14,500 ",Petrol,5,171 Nm,"75.400,00"
Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117 HP,180 km/h,10.4 sec,"$25,000 ",Petrol,5,180 Nm,"130.000,00"
Nissan,Terrano,1.5L Inline-4 Diesel,1461 cc,110 HP,168 km/h,13.5 sec,"$15,500 ",Diesel,5,248 Nm,"80.600,00"
Nissan,Magnite,1.0L Turbocharged Inline-3,999 cc,100 HP,160 km/h,13.0 sec,"$12,000 ",Petrol,5,160 Nm,"62.400,00"
Nissan,Xterra,4.0L V6,3954 cc,261 HP,200 km/h,7.8 sec,"$35,000 ",Petrol,7,381 Nm,"182.000,00"
Nissan,Patrol,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,"$77,000 ",Petrol,7,560 Nm,"400.400,00"
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.9 sec,"$220,000 ",Petrol,2,652 Nm,"1.144.000,00"
Nissan,370Z Roadster,3.7L V6,3696 cc,332 HP,250 km/h,5.5 sec,"$41,820 ",Petrol,2,366 Nm,"217.464,00"
Nissan,Ariya ,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$58,950 ",Electric,5,600 Nm,"306.540,00"
Nissan,Patrol Royale,5.6L V8,5552 cc,400 HP,210 km/h,6.6 sec,"$85,000 ",Petrol,7,560 Nm,"442.000,00"
Nissan,Infiniti QX80*,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$70,600 ",Petrol,7,560 Nm,"367.120,00"
Nissan,Tiida,1.6L Inline-4,1598 cc,126 HP,190 km/h,10.1 sec,"$14,500 ",Petrol,5,154 Nm,"75.400,00"
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115 HP,190 km/h,10.7 sec,"$19,000 ",Petrol,5,190 Nm,"98.800,00"
Nissan,Latio,1.5L Inline-4,1498 cc,102 HP,175 km/h,11.5 sec,"$13,000 ",Petrol,5,139 Nm,"67.600,00"
Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133 HP,185 km/h,10.5 sec,"$18,500 ",Petrol,5,191 Nm,"96.200,00"
Nissan,March,1.2L Inline-3,1198 cc,79 HP,170 km/h,13.7 sec,"$12,000 ",Petrol,5,106 Nm,"62.400,00"
Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141 HP,190 km/h,9.8 sec,"$24,960 ",Petrol,5,199 Nm,"129.792,00"
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179 HP,180 km/h,9.4 sec,"$28,500 ",Hybrid,5,207 Nm,"148.200,00"
Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284 HP,190 km/h,7.4 sec,"$42,820 ",Petrol,7,351 Nm,"222.664,00"
Nissan,Armada Platinum,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,"$65,300 ",Petrol,8,560 Nm,"339.560,00"
Nissan,Terrano XL,1.6L Inline-4,1598 cc,104 HP,165 km/h,12.5 sec,"$14,000 ",Petrol,5,145 Nm,"72.800,00"
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799 cc,720 HP,315 km/h,2.5 sec,"$1,100,000 ",Petrol,2,780 Nm,"5.720.000,00"
Nissan,370Z NISMO,3.7L V6,3696 cc,350 HP,250 km/h,5.2 sec,"$45,790 ",Petrol,2,374 Nm,"238.108,00"
Nissan,Ariya E-4ORCE,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$60,000 ",Electric,5,600 Nm,"312.000,00"
Nissan,Patrol NISMO,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$105,000 ",Petrol,7,560 Nm,"546.000,00"
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997 cc,300 HP,250 km/h,5.0 sec,"$41,750 ",Petrol,4,400 Nm,"217.100,00"
Nissan,Primera,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.6 sec,"$20,000 ",Petrol,5,190 Nm,"104.000,00"
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,400 HP,250 km/h,5.0 sec,"$50,000 ",Petrol,5,475 Nm,"260.000,00"
Nissan,Cedric,2.0L Inline-6,1998 cc,150 HP,190 km/h,10.5 sec,"$22,000 ",Petrol,5,190 Nm,"114.400,00"
Nissan,Gloria,2.5L V6,2498 cc,210 HP,210 km/h,8.6 sec,"$30,000 ",Petrol,5,250 Nm,"156.000,00"
Nissan,Stanza,1.8L Inline-4,1796 cc,120 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,170 Nm,"96.200,00"
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$55,000 ",Petrol,7,451 Nm,"286.000,00"
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,250 HP,190 km/h,7.7 sec,"$42,500 ",Hybrid,7,329 Nm,"221.000,00"
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,190 HP,175 km/h,10.8 sec,"$40,000 ",Petrol,7,240 Nm,"208.000,00"
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$38,000 ",Petrol,5,300 Nm,"197.600,00"
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,158 HP,190 km/h,9.2 sec,"$36,000 ",Hybrid,5,270 Nm,"187.200,00"
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$175,000 ",Petrol,2,652 Nm,"910.000,00"
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,420 HP,270 km/h,4.7 sec,"$55,000 ",Petrol,5,475 Nm,"286.000,00"
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$63,000 ",Electric,5,600 Nm,"327.600,00"
Nissan,Patrol Titanium,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$98,000 ",Petrol,7,560 Nm,"509.600,00"
Nissan,Infiniti FX50*,5.0L V8,5026 cc,390 HP,250 km/h,5.6 sec,"$61,750 ",Petrol,5,500 Nm,"321.100,00"
Nissan,Avenir,2.0L Inline-4,1998 cc,140 HP,180 km/h,9.8 sec,"$20,000 ",Petrol,5,186 Nm,"104.000,00"
Nissan,Wingroad,1.8L Inline-4,1798 cc,125 HP,175 km/h,10.8 sec,"$18,000 ",Petrol,5,168 Nm,"93.600,00"
Nissan,Presea,1.8L Inline-4,1838 cc,115 HP,170 km/h,11.5 sec,"$17,500 ",Petrol,5,161 Nm,"91.000,00"
Nissan,Leopard,3.0L V6,2960 cc,210 HP,200 km/h,8.4 sec,"$32,000 ",Petrol,5,265 Nm,"166.400,00"
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,190 HP,200 km/h,7.5 sec,"$24,000 ",Petrol,5,240 Nm,"124.800,00"
Nissan,Paladin,2.4L Inline-4,2438 cc,150 HP,180 km/h,10.6 sec,"$20,000 ",Petrol,5,217 Nm,"104.000,00"
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,158 HP,175 km/h,11.0 sec,"$18,500 ",Petrol,5,225 Nm,"96.200,00"
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,"$95,000 ",Petrol,7,560 Nm,"494.000,00"
Nissan,Pathfinder Armada,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$60,000 ",Petrol,7,560 Nm,"312.000,00"
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,"$39,000 ",Petrol,5,300 Nm,"202.800,00"
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,"$185,000 ",Petrol,2,652 Nm,"962.000,00"
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.2 sec,"$48,000 ",Petrol,2,475 Nm,"249.600,00"
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,276 HP,250 km/h,5.6 sec,"$70,000 ",Petrol,4,392 Nm,"364.000,00"
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$67,000 ",Electric,5,600 Nm,"348.400,00"
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,268 HP,230 km/h,6.5 sec,"$50,000 ",Petrol,5,380 Nm,"260.000,00"
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,129 HP,155 km/h,12.5 sec,"$28,000 ",Diesel,8,356 Nm,"145.600,00"
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,190 HP,180 km/h,10.2 sec,"$32,000 ",Diesel,5,450 Nm,"166.400,00"
Nissan,Titan XD,5.6L V8,5552 cc,400 HP,195 km/h,6.9 sec,"$55,000 ",Petrol,6,560 Nm,"286.000,00"
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,85 HP,140 km/h,15.0 sec,"$25,000 ",Diesel,7,200 Nm,"130.000,00"
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,130 HP,145 km/h,14.8 sec,"$27,000 ",Diesel,3,350 Nm,"140.400,00"
Nissan,Cherry,1.4L Inline-4,1397 cc,67 HP,145 km/h,14.0 sec,"$14,000 ",Petrol,5,110 Nm,"72.800,00"
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,94 HP,160 km/h,12.5 sec,"$22,000 ",Diesel,5,184 Nm,"114.400,00"
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,247 HP,235 km/h,5.9 sec,"$45,000 ",Petrol,4,275 Nm,"234.000,00"
Nissan,NX Coupe,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.0 sec,"$22,000 ",Petrol,4,180 Nm,"114.400,00"
Nissan,AD Wagon,1.5L Inline-4,1498 cc,105 HP,165 km/h,12.3 sec,"$16,000 ",Petrol,5,150 Nm,"83.200,00"
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,"$58,000 ",Petrol,7,451 Nm,"301.600,00"
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,284 HP,195 km/h,7.2 sec,"$44,000 ",Petrol,7,351 Nm,"228.800,00"
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,125 HP,160 km/h,12.9 sec,"$28,000 ",Diesel,5,278 Nm,"145.600,00"
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,260 HP,195 km/h,7.6 sec,"$47,000 ",Petrol,4,325 Nm,"244.400,00"
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$43,000 ",Hybrid,5,305 Nm,"223.600,00"
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,500 HP,320 km/h,3.0 sec,"$600,000 ",Hybrid,2,650 Nm,"3.120.000,00"
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$70,000 ",Petrol,5,475 Nm,"364.000,00"
Nissan,Infiniti G37*,3.7L V6,3696 cc,328 HP,250 km/h,5.5 sec,"$42,000 ",Petrol,5,365 Nm,"218.400,00"
Nissan,Patrol Black Edition,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,"$85,000 ",Petrol,7,560 Nm,"442.000,00"
Nissan,Ariya Empower+,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$68,000 ",Electric,5,600 Nm,"353.600,00"
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm,"130.000,00"
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,240 km/h,7.2 sec,"$30,000 ",Petrol,4,265 Nm,"156.000,00"
Nissan,300ZX,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$50,000 ",Petrol,4,384 Nm,"260.000,00"
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495 cc,550 HP,354 km/h,3.3 sec,"$1,000,000 ",Petrol,2,637 Nm,"5.200.000,00"
Nissan,Figaro,1.0L Turbo Inline-4,987 cc,76 HP,170 km/h,12.8 sec,"$20,000 ",Petrol,4,103 Nm,"104.000,00"
Nissan,Hardbody Truck,2.4L Inline-4,2389 cc,134 HP,160 km/h,10.6 sec,"$25,000 ",Petrol,5,206 Nm,"130.000,00"
Nissan,Atlas,3.0L Inline-4 Diesel,2999 cc,130 HP,130 km/h,18.0 sec,"$35,000 ",Diesel,3,300 Nm,"182.000,00"
Nissan,Clipper,660cc Inline-3,659 cc,48 HP,110 km/h,18.5 sec,"$10,000 ",Petrol,4,62 Nm,"52.000,00"
Nissan,NV200,2.0L Inline-4,1998 cc,131 HP,140 km/h,14.0 sec,"$28,000 ",Petrol,7,188 Nm,"145.600,00"
Nissan,Violet,1.8L Inline-4,1770 cc,85 HP,155 km/h,13.8 sec,"$18,000 ",Petrol,5,130 Nm,"93.600,00"
Nissan,Bluebird Z,2.0L Inline-4,1998 cc,140 HP,190 km/h,11.0 sec,"$23,000 ",Petrol,5,180 Nm,"119.600,00"
Nissan,Stanza Wagon,2.4L Inline-4,2389 cc,138 HP,160 km/h,12.0 sec,"$22,000 ",Petrol,7,205 Nm,"114.400,00"
Nissan,180SX,2.0L Turbo Inline-4,1998 cc,205 HP,240 km/h,6.8 sec,"$35,000 ",Petrol,4,275 Nm,"182.000,00"
Nissan,Sunny California,1.6L Inline-4,1597 cc,110 HP,170 km/h,11.0 sec,"$18,000 ",Petrol,5,140 Nm,"93.600,00"
Nissan,Patrol Warrior,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm,"494.000,00"
Nissan,Pathfinder Armada Platinum,5.6L V8,5552 cc,400 HP,190 km/h,6.8 sec,"$70,000 ",Petrol,7,560 Nm,"364.000,00"
Nissan,Rogue Sport SL,2.0L Inline-4,1998 cc,141 HP,190 km/h,9.0 sec,"$32,000 ",Petrol,5,195 Nm,"166.400,00"
Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,"$46,000 ",Hybrid,5,305 Nm,"239.200,00"
Nissan,Qashqai e-Power,1.5L Hybrid,1497 cc,187 HP,200 km/h,7.5 sec,"$40,000 ",Hybrid,5,330 Nm,"208.000,00"
Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799 cc,565 HP,315 km/h,2.8 sec,"$220,000 ",Petrol,2,637 Nm,"1.144.000,00"
Nissan,Infiniti M45*,4.5L V8,4494 cc,325 HP,250 km/h,5.8 sec,"$50,000 ",Petrol,5,451 Nm,"260.000,00"
Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,"$75,000 ",Petrol,5,475 Nm,"390.000,00"
Nissan,Ariya Dual Motor AWD,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,"$70,000 ",Electric,5,600 Nm,"364.000,00"
Nissan,Patrol Legend Edition,5.6L V8,5552 cc,428 HP,205 km/h,6.3 sec,"$95,000 ",Petrol,7,580 Nm,"494.000,00"
Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm,"234.000,00"
Nissan,100NX,1.6L Inline-4,1597 cc,110 HP,185 km/h,9.6 sec,"$18,000 ",Petrol,4,135 Nm,"93.600,00"
Nissan,Cedric Special Edition,3.0L V6,2960 cc,250 HP,225 km/h,8.5 sec,"$60,000 ",Petrol,5,330 Nm,"312.000,00"
Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,"$55,000 ",Petrol,4,384 Nm,"286.000,00"
Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998 cc,250 HP,240 km/h,5.6 sec,"$35,000 ",Petrol,4,300 Nm,"182.000,00"
Nissan,NV400,2.3L Inline-4 Diesel,2298 cc,135 HP,150 km/h,15.0 sec,"$40,000 ",Diesel,3,360 Nm,"208.000,00"
Nissan,Titan Warrior,5.6L V8,5552 cc,400 HP,180 km/h,7.0 sec,"$55,000 ",Petrol,5,560 Nm,"286.000,00"
Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498 cc,127 HP,140 km/h,14.0 sec,"$30,000 ",Diesel,7,260 Nm,"156.000,00"
Nissan,Serena e-Power,1.2L Hybrid,1198 cc,134 HP,160 km/h,12.0 sec,"$35,000 ",Hybrid,7,320 Nm,"182.000,00"
Nissan,Elgrand,3.5L V6,3498 cc,280 HP,200 km/h,8.5 sec,"$50,000 ",Petrol,7,344 Nm,"260.000,00"
Nissan,Datsun 510,1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,"$25,000 ",Petrol,4,135 Nm,"130.000,00"
Nissan,Prairie,2.0L Inline-4,1998 cc,120 HP,175 km/h,11.0 sec,"$18,000 ",Petrol,5,170 Nm,"93.600,00"
Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998 cc,230 HP,225 km/h,6.0 sec,"$30,000 ",Petrol,5,280 Nm,"156.000,00"
Nissan,Almera Tino,1.8L Inline-4,1769 cc,114 HP,180 km/h,12.5 sec,"$15,000 ",Petrol,5,160 Nm,"78.000,00"
Nissan,Lucino,1.6L Inline-4,1597 cc,115 HP,185 km/h,10.5 sec,"$12,000 ",Petrol,5,150 Nm,"62.400,00"
Nissan,Rasheen,1.5L Inline-4,1497 cc,105 HP,165 km/h,13.0 sec,"$10,000 ",Petrol,5,135 Nm,"52.000,00"
Nissan,Mistral,2.7L Turbo Diesel,2663 cc,125 HP,160 km/h,12.5 sec,"$25,000 ",Diesel,7,260 Nm,"130.000,00"
Nissan,Patrol Y60,4.2L Inline-6,4169 cc,155 HP,160 km/h,12.0 sec,"$45,000 ",Diesel,7,330 Nm,"234.000,00"
Nissan,X-Trail GT,2.0L Turbo Inline-4,1998 cc,280 HP,215 km/h,6.4 sec,"$38,000 ",Petrol,5,310 Nm,"197.600,00"
Nissan,Terrano Regulus,3.3L V6,3275 cc,170 HP,175 km/h,10.0 sec,"$28,000 ",Petrol,5,290 Nm,"145.600,00"
Nissan,President,4.5L V8,4494 cc,280 HP,210 km/h,7.5 sec,"$70,000 ",Petrol,5,400 Nm,"364.000,00"
Nissan,Cima,4.1L V8,4130 cc,270 HP,210 km/h,8.0 sec,"$60,000 ",Petrol,5,390 Nm,"312.000,00"
Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960 cc,255 HP,215 km/h,6.5 sec,"$45,000 ",Petrol,5,340 Nm,"234.000,00"
Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960 cc,255 HP,220 km/h,6.5 sec,"$50,000 ",Petrol,5,340 Nm,"260.000,00"
Nissan,Infiniti Q45*,4.5L V8,4494 cc,340 HP,240 km/h,6.2 sec,"$50,000 ",Petrol,5,450 Nm,"260.000,00"
Nissan,Datsun 240Z,2.4L Inline-6,2393 cc,151 HP,210 km/h,8.0 sec,"$45,000 ",Petrol,2,198 Nm,"234.000,00"
